timestamp,hobbs_start,hobbs_end,tach_start,tach_end,route,duration,oil_pressure_min,oil_pressure_max,oil_temp_max,cht_max,egt_max,fuel_used_gal,cycles,pilot_notes,tail,flight_index
2025-02-25 09:07:19,4730.0,4730.9,4351.6,4352.4,KPHX-KSDL,0.91,60.3,71.6,195.8,366.3,1253.7,5.84,1,,N4798E,0
2025-03-05 04:28:46,4730.9,4732.9,4352.4,4354.3,KPHX-local,2.01,60.6,78.2,204.1,386.1,1268.3,14.48,1,,N4798E,1
2025-03-12 01:53:48,4732.9,4734.6,4354.3,4355.9,KPHX-KFLG,1.73,71.2,71.3,213.1,357.5,1337.6,13.52,1,,N4798E,2
2025-03-22 21:00:43,4734.6,4735.3,4355.8,4356.4,KPHX-KSDL,0.66,72.8,80.0,210.6,393.6,1338.2,5.6,1,,N4798E,3
2025-03-24 04:47:09,4735.3,4736.8,4356.5,4357.8,KPHX-local,1.45,60.2,83.7,184.6,347.4,1391.3,10.85,1,,N4798E,4
2025-03-25 04:33:15,4736.8,4738.5,4357.9,4359.4,KPHX-KPRC,1.71,74.4,75.0,180.8,340.8,1289.0,13.02,1,,N4798E,5
2025-03-27 19:25:37,4738.5,4739.3,4359.4,4360.2,KPHX-KSDL,0.81,59.0,81.1,203.6,384.3,1272.3,5.5,1,,N4798E,6
2025-03-30 16:55:48,4739.3,4740.1,4360.2,4360.9,KPHX-KSDL,0.82,70.7,74.1,212.0,341.5,1344.4,5.83,1,,N4798E,7
2025-04-05 17:40:28,4740.1,4741.3,4360.9,4362.0,KPHX-local,1.2,73.7,81.1,193.7,387.1,1253.0,8.28,1,"Slight turbulence below 3000 ft, otherwise uneventful.",N4798E,8
2025-04-16 16:31:25,4741.3,4742.7,4362.0,4363.3,KPHX-local,1.4,67.1,73.3,190.0,365.6,1360.8,11.12,1,,N4798E,9
2025-04-19 21:43:03,4742.7,4744.0,4363.3,4364.5,KPHX-local,1.3,57.1,66.3,198.8,348.8,1390.2,10.12,1,,N4798E,10
2025-04-23 14:31:33,4744.0,4745.8,4364.5,4366.2,KPHX-KFLG,1.82,57.3,65.4,177.2,350.5,1259.1,9.29,1,,N4798E,11
2025-04-25 23:02:08,4745.8,4746.6,4366.1,4366.9,KPHX-KSDL,0.81,65.9,72.0,182.3,354.2,1292.4,6.49,1,,N4798E,12
2025-04-27 10:55:03,4746.6,4747.5,4366.9,4367.7,KPHX-KSDL,0.9,67.0,73.5,208.7,394.2,1416.5,4.23,1,,N4798E,13
2025-04-30 00:10:18,4747.5,4749.3,4367.7,4369.4,KPHX-local,1.8,65.3,82.2,193.5,363.1,1358.7,11.95,1,,N4798E,14
2025-05-10 13:49:32,4749.3,4750.7,4369.4,4370.6,KPHX-local,1.4,62.3,71.5,190.2,381.1,1300.5,8.36,1,,N4798E,15
2025-05-15 14:57:47,4750.7,4752.2,4370.6,4372.1,KPHX-local,1.55,68.1,81.1,196.3,378.0,1299.0,12.21,1,,N4798E,16
2025-05-23 14:48:29,4752.2,4753.4,4372.0,4373.2,KPHX-local,1.23,66.7,69.5,212.4,348.2,1413.0,5.98,1,,N4798E,17
2025-06-05 19:18:11,4753.4,4755.3,4373.1,4374.9,KPHX-KFLG,1.88,66.8,66.9,199.6,350.3,1346.0,10.39,1,,N4798E,18
2025-06-08 10:27:30,4755.3,4755.8,4374.9,4375.3,KPHX-KSDL,0.51,67.0,83.6,179.8,347.0,1264.9,3.28,1,,N4798E,19
2025-06-12 05:04:37,4755.8,4756.6,4375.3,4376.0,KPHX-KSDL,0.75,70.3,70.4,189.6,358.9,1276.8,6.07,1,,N4798E,20
2025-06-17 06:06:04,4756.6,4758.1,4376.1,4377.5,KPHX-KFLG,1.5,73.7,80.6,194.2,362.6,1417.7,10.04,1,,N4798E,21
2025-06-20 12:35:16,4758.1,4759.6,4377.5,4378.8,KPHX-KPRC,1.48,66.8,78.7,175.5,367.3,1390.3,7.37,1,,N4798E,22
2025-06-22 08:38:31,4759.6,4761.2,4378.8,4380.3,KPHX-KFLG,1.56,57.2,84.9,210.2,357.0,1392.3,11.92,1,Good flight.,N4798E,23
2025-07-02 05:35:03,4761.2,4761.9,4380.3,4381.0,KPHX-KSDL,0.71,57.9,80.5,182.9,394.6,1361.6,3.89,1,"Smooth flight, all instruments normal.",N4798E,24
2025-07-09 06:10:24,4761.9,4763.8,4380.9,4382.7,KPHX-KFLG,1.95,56.1,81.0,212.1,386.3,1368.7,15.44,1,,N4798E,25
2025-07-15 10:17:11,4763.8,4765.7,4382.7,4384.5,KPHX-KFLG,1.92,68.1,72.0,204.4,351.6,1296.0,13.43,1,,N4798E,26
2025-07-23 08:40:56,4765.7,4767.1,4384.4,4385.7,KPHX-KFLG,1.41,72.7,79.2,181.9,345.5,1281.2,6.59,1,,N4798E,27
2025-08-02 20:06:23,4767.1,4768.5,4385.7,4387.0,KPHX-local,1.4,71.0,73.9,198.1,382.0,1360.4,7.11,1,,N4798E,28
2025-08-03 17:20:09,4768.5,4770.0,4387.0,4388.4,KPHX-KFLG,1.53,57.7,70.6,187.2,365.7,1353.9,7.65,1,,N4798E,29
2025-08-06 17:28:58,4770.0,4771.0,4388.4,4389.3,KPHX-KSDL,0.96,55.7,73.4,194.0,353.5,1347.3,5.52,1,,N4798E,30
2025-08-13 10:54:22,4771.0,4772.8,4389.3,4390.9,KPHX-KFLG,1.77,66.0,73.6,200.0,361.6,1337.2,13.52,1,,N4798E,31
2025-08-19 06:18:03,4772.8,4774.5,4391.0,4392.5,KPHX-local,1.66,61.3,81.7,194.8,347.0,1262.3,12.78,1,,N4798E,32
2025-08-20 14:04:16,4774.5,4776.1,4392.5,4394.0,KPHX-local,1.63,65.3,69.9,208.1,391.4,1313.3,9.4,1,,N4798E,33
2025-08-23 05:39:16,4776.1,4777.2,4394.0,4395.0,KPHX-local,1.12,68.8,79.1,190.5,378.5,1251.8,6.41,1,,N4798E,34
2025-08-25 18:07:37,4777.2,4779.2,4395.0,4396.8,KPHX-local,1.97,66.1,81.8,214.6,348.5,1326.2,16.62,1,,N4798E,35
2025-09-08 00:26:13,4779.2,4781.3,4396.9,4398.8,KPHX-local,2.07,58.6,83.1,176.8,354.0,1299.7,10.54,1,,N4798E,36
2025-09-10 22:21:20,4781.3,4783.6,4398.8,4400.9,KPHX-local,2.29,67.8,78.0,201.8,385.8,1259.9,18.07,1,,N4798E,37
2025-10-04 01:18:09,4783.6,4785.4,4400.9,4402.5,KPHX-local,1.77,72.0,75.1,211.4,375.2,1394.5,13.43,1,,N4798E,38
2025-10-13 05:13:27,4785.4,4786.0,4402.6,4403.1,KPHX-KSDL,0.58,61.8,68.8,176.0,395.6,1326.2,3.04,1,,N4798E,39
2025-10-13 23:28:40,4786.0,4787.1,4403.1,4404.2,KPHX-local,1.12,74.6,77.4,194.1,385.7,1403.6,7.87,1,,N4798E,40
2025-10-15 05:34:44,4787.1,4787.7,4404.1,4404.7,KPHX-KSDL,0.64,63.8,76.1,201.2,398.2,1417.4,4.74,1,,N4798E,41
2025-10-16 16:43:58,4787.7,4788.7,4404.7,4405.6,KPHX-KSDL,0.98,70.5,74.8,214.4,367.9,1416.2,4.57,1,,N4798E,42
2025-11-02 01:53:06,4788.7,4790.2,4405.6,4407.0,KPHX-local,1.54,65.7,71.5,189.9,342.9,1268.6,12.59,1,,N4798E,43
2025-11-03 07:21:39,4790.2,4790.8,4407.0,4407.5,KPHX-KSDL,0.58,56.0,69.7,199.9,391.5,1250.8,4.48,1,,N4798E,44
2025-11-11 09:16:46,4790.8,4791.5,4407.5,4408.2,KPHX-KSDL,0.67,59.8,82.1,188.9,391.2,1300.8,4.83,1,,N4798E,45
2025-11-16 08:54:59,4791.5,4793.0,4408.2,4409.6,KPHX-local,1.53,61.8,79.4,207.3,399.9,1300.4,7.42,1,,N4798E,46
2025-11-17 08:40:32,4793.0,4795.2,4409.6,4411.6,KPHX-local,2.17,64.9,67.7,189.6,344.0,1284.3,17.72,1,"Smooth flight, all instruments normal.",N4798E,47
2025-11-30 13:55:39,4795.2,4795.8,4411.6,4412.1,KPHX-KSDL,0.56,70.0,75.8,186.4,393.8,1290.0,4.64,1,,N4798E,48
2025-12-01 23:29:49,4795.8,4798.5,4412.1,4414.6,KPHX-local,2.72,61.0,69.8,187.9,349.3,1398.6,19.35,1,,N4798E,49
2025-12-09 01:48:55,4798.5,4800.3,4414.6,4416.3,KPHX-local,1.82,74.9,78.5,207.6,394.2,1383.9,11.68,1,,N4798E,50
2025-12-10 03:19:00,4800.3,4802.4,4416.3,4418.2,KPHX-local,2.06,63.7,65.7,213.4,346.2,1257.0,13.51,1,,N4798E,51
2025-12-11 08:01:33,4802.4,4803.0,4418.2,4418.8,KPHX-KSDL,0.6,57.2,72.7,177.4,381.9,1285.2,2.84,1,,N4798E,52
2025-12-26 06:26:44,4803.0,4803.7,4418.8,4419.4,KPHX-KSDL,0.68,55.0,75.2,194.6,360.0,1323.3,5.44,1,,N4798E,53
2026-01-03 14:58:44,4803.7,4804.2,4419.4,4419.9,KPHX-KSDL,0.55,68.7,69.6,188.2,395.8,1258.3,3.52,1,,N4798E,54
2026-01-05 17:59:56,4804.2,4804.9,4419.9,4420.5,KPHX-KSDL,0.72,55.2,68.8,176.3,346.6,1355.4,5.92,1,,N4798E,55
2026-01-18 04:34:12,4804.9,4807.5,4420.5,4422.9,KPHX-local,2.65,67.4,68.3,205.9,391.3,1293.2,20.95,1,,N4798E,56
2026-02-03 10:55:52,4807.5,4808.6,4422.9,4423.9,KPHX-local,1.11,61.4,81.0,199.0,353.0,1320.4,8.57,1,,N4798E,57
2026-02-04 18:45:38,4808.6,4811.1,4423.9,4426.2,KPHX-local,2.49,69.5,79.2,204.5,359.0,1401.3,12.85,1,,N4798E,58
2026-02-23 18:35:41,4811.1,4813.1,4426.2,4428.0,KPHX-local,1.97,65.1,74.8,175.7,399.6,1349.4,12.87,1,,N4798E,59
2026-02-26 05:51:06,4813.1,4813.9,4428.1,4428.8,KPHX-KSDL,0.77,56.0,76.9,186.8,379.8,1392.2,4.29,1,"Smooth flight, all instruments normal.",N4798E,60
2026-03-05 01:47:26,4813.9,4815.9,4428.8,4430.6,KPHX-local,2.0,62.9,78.6,204.0,374.0,1378.9,13.42,1,,N4798E,61
2026-03-20 06:19:46,4815.9,4817.4,4430.6,4432.0,KPHX-local,1.53,63.2,66.9,210.6,363.7,1366.0,10.09,1,,N4798E,62
2026-03-23 06:28:34,4817.4,4817.9,4432.0,4432.5,KPHX-KSDL,0.54,59.2,74.4,204.3,392.7,1314.4,4.37,1,,N4798E,63
2026-04-05 03:49:51,4817.9,4818.7,4432.5,4433.2,KPHX-KSDL,0.83,73.1,82.3,206.9,346.0,1284.7,4.09,1,,N4798E,64
2026-04-05 13:53:55,4818.7,4820.2,4433.2,4434.6,KPHX-local,1.47,62.9,71.4,199.3,374.9,1319.6,11.84,1,,N4798E,65
2026-04-08 09:01:37,4820.2,4821.5,4434.6,4435.8,KPHX-local,1.31,57.6,68.3,202.4,360.4,1412.3,7.97,1,,N4798E,66
2026-04-09 03:16:25,4821.5,4822.6,4435.8,4436.8,KPHX-local,1.13,58.7,75.4,193.7,355.6,1257.7,6.01,1,,N4798E,67
